Feed,Feed_status,Spec_status,Content_Updated_At,Error
http://feeds.ricostruzionetrasparente.it/albi_pretori/Serrapetrona_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Serravalle%20di%20Chienti_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Servigliano_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Smerillo_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://www.semplicepa.it/rssfeed/054051.xml,ATTIVO,"Non Rilevato","2019-05-30  -48 gg.",
http://feeds.feedburner.com/Newspopsurbo,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.feedburner.com/Albopoptaranto,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.feedburner.com/AlbopopDelComuneDiTarsia,ATTIVO,"Non Rilevato","2019-07-16  -1 gg.",
http://www.semplicepa.it/rssfeed/067041.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.feedburner.com/AlboPopTerlizzi,ATTIVO,"Non Rilevato","2019-07-16  -1 gg.",
http://feeds.feedburner.com/AlbopopDelComuneDiTerranovaDaSibari,"NON ATTIVO","Non Rilevato",,"Impossible to convert date : Codice CUP: D13H17000030002 Verbali di gara 1 e 2"""
http://www.semplicepa.it/rssfeed/043053.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://dev.opendatasicilia.it/albopop/torino/albofeed.php,"NON ATTIVO","Non Rilevato",,"cURL error 7: Failed to connect to dev.opendatasicilia.it port 80: Connection timed out (see http://curl.haxx.se/libcurl/c/libcurl-errors.html)"
http://feeds.feedburner.com/albotorre,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Torricella%20Sicura_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Tossicia_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://manca-nel-sito.it/trabia,"NON ATTIVO","Non Rilevato",,"malformed xml string. parsing error : DOMDocument::loadXML(): EntityRef: expecting ';' in Entity, line: 49 (2)"
http://feeds.ricostruzionetrasparente.it/albi_pretori/Treia_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.feedburner.com/Alpopoptricase,ATTIVO,"Non Rilevato","1970-01-01  -18094 gg.",
http://feeds.feedburner.com/Albopoptrieste,ATTIVO,"Non Rilevato","2019-03-13  -126 gg.",
http://feeds.feedburner.com/albopretoriotroina,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Urbisaglia_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Ussita_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
https://script.google.com/macros/s/AKfycbwGw62BjSdEsQvFgKtFf9KRgkOMZIDAJaCsIG7S/exec,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.feedburner.com/AlbopopValguarneraCaropepe,ATTIVO,"Non Rilevato","1970-01-01  -18094 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Valle%20Castellana_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Vallo%20di%20Nera_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.feedburner.com/google/CKbM,ATTIVO,"Non Rilevato","2019-07-16  -1 gg.",
https://script.google.com/macros/s/AKfycbwil4J54-YPuTlJTGjE-imt1c2xiIKc39kyd3rZ/exec,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
http://feeds.feedburner.com/AlbopopVillabate,ATTIVO,"Non Rilevato","2019-07-15  -2 gg.",
http://feeds.ricostruzionetrasparente.it/albi_pretori/Visso_feed.xml,ATTIVO,"Non Rilevato","2019-07-17  -0 gg.",
